Observation_id,Phase,Behaviour,Behavioural_category,Modifier,Point_Event_Count,Phase_Duration_s,Rate
Ornella_PRF_17102022_1015,Silence_2,FVO,Reaction,Recruitment,1,413,0.002421307506053269
Ornella_PRF_17102022_1015,Silence_2,Look,Reaction,At speaker,5,413,0.012106537530266344
Ornella_PRF_17102022_1015,Silence_2,Look,Reaction,Away from speaker,2,413,0.004842615012106538
Ornella_PRF_17102022_1015,Silence_2,Voc,Reaction,Contact,1,413,0.002421307506053269
Ornella_PRF_17102022_1015,Silence_3,Htlt,Reaction,None,2,761,0.002628120893561104
Ornella_PRF_17102022_1015,Silence_3,Look,Reaction,At speaker,6,761,0.00788436268068331
Ornella_PRF_17102022_1015,Silence_3,Look,Reaction,Away from speaker,5,761,0.006570302233902759
Pudding_FC_31102022_1020,Dishabituation,FVO,Reaction,Departure,5,638,0.007836990595611285
Pudding_FC_31102022_1020,Dishabituation,FVO,Reaction,Distance,2,638,0.003134796238244514
Pudding_FC_31102022_1020,Dishabituation,FVO,Reaction,Other,4,638,0.006269592476489028
Pudding_FC_31102022_1020,Dishabituation,FVO,Reaction,Recruitment,23,638,0.03605015673981191
Pudding_FC_31102022_1020,Dishabituation,HSH,Reaction,None,2,638,0.003134796238244514
Pudding_FC_31102022_1020,Dishabituation,Look,Reaction,At speaker,8,638,0.012539184952978056
Pudding_FC_31102022_1020,Dishabituation,Look,Reaction,Away from speaker,3,638,0.004702194357366771
Pudding_FC_31102022_1020,Dishabituation,Voc,Reaction,Contact,7,638,0.0109717868338558
Pudding_FC_31102022_1020,Dishabituation,Voc,Reaction,Recruitment,6,638,0.009404388714733543
Pudding_FC_31102022_1020,Habituation,FVO,Reaction,Departure,17,337,0.050445103857566766
Pudding_FC_31102022_1020,Habituation,FVO,Reaction,Distance,6,337,0.017804154302670624
Pudding_FC_31102022_1020,Habituation,FVO,Reaction,Other,4,337,0.011869436201780416
Pudding_FC_31102022_1020,Habituation,FVO,Reaction,Recruitment,20,337,0.05934718100890208
Pudding_FC_31102022_1020,Habituation,Htlt,Reaction,None,7,337,0.020771513353115726
Pudding_FC_31102022_1020,Habituation,Look,Reaction,At speaker,25,337,0.07418397626112759
Pudding_FC_31102022_1020,Habituation,Look,Reaction,Away from speaker,2,337,0.005934718100890208
Pudding_FC_31102022_1020,Habituation,Voc,Reaction,Contact,6,337,0.017804154302670624
Pudding_FC_31102022_1020,Silence_1,FVO,Reaction,Distance,6,94,0.06382978723404255
Pudding_FC_31102022_1020,Silence_1,FVO,Reaction,Other,1,94,0.010638297872340425
Pudding_FC_31102022_1020,Silence_1,FVO,Reaction,Recruitment,15,94,0.1595744680851064
Pudding_FC_31102022_1020,Silence_1,Look,Reaction,At speaker,17,94,0.18085106382978725
Pudding_FC_31102022_1020,Silence_2,FVO,Reaction,Other,2,394,0.005076142131979695
Pudding_FC_31102022_1020,Silence_2,FVO,Reaction,Recruitment,4,394,0.01015228426395939
Pudding_FC_31102022_1020,Silence_3,FVO,Reaction,Departure,6,742,0.008086253369272238
Pudding_FC_31102022_1020,Silence_3,FVO,Reaction,Distance,1,742,0.0013477088948787063
Pudding_FC_31102022_1020,Silence_3,FVO,Reaction,Other,1,742,0.0013477088948787063
Pudding_FC_31102022_1020,Silence_3,FVO,Reaction,Recruitment,4,742,0.005390835579514825
Pudding_FC_31102022_1020,Silence_3,HSH,Reaction,None,2,742,0.0026954177897574125
Pudding_FC_31102022_1020,Silence_3,Htlt,Reaction,None,2,742,0.0026954177897574125
Pudding_FC_31102022_1020,Silence_3,Look,Reaction,At speaker,16,742,0.0215633423180593
Pudding_FC_31102022_1020,Silence_3,Look,Reaction,Away from speaker,6,742,0.008086253369272238
Pudding_FC_31102022_1020,Silence_3,Voc,Reaction,Contact,1,742,0.0013477088948787063
Pudding_FC_31102022_1020,Silence_3,Voc,Reaction,Recruitment,17,742,0.022911051212938006
Pudding_FRF_31102022_0902,Dishabituation,FVO,Reaction,Distance,15,649,0.023112480739599383
Pudding_FRF_31102022_0902,Dishabituation,FVO,Reaction,Other,9,649,0.01386748844375963
Pudding_FRF_31102022_0902,Dishabituation,Fllw,Interaction,Kin,1,649,0.0015408320493066256
Pudding_FRF_31102022_0902,Dishabituation,HSH,Reaction,None,13,649,0.020030816640986132
Pudding_FRF_31102022_0902,Dishabituation,Look,Reaction,At speaker,8,649,0.012326656394453005
Pudding_FRF_31102022_0902,Dishabituation,Look,Reaction,Away from speaker,19,649,0.029275808936825885
Pudding_FRF_31102022_0902,Habituation,Agn,Interaction,Towards other,7,345,0.020289855072463767
Pudding_FRF_31102022_0902,Habituation,FVO,Reaction,Distance,8,345,0.02318840579710145
Pudding_FRF_31102022_0902,Habituation,FVO,Reaction,Other,3,345,0.008695652173913044
Pudding_FRF_31102022_0902,Habituation,HSH,Reaction,None,4,345,0.011594202898550725
Pudding_FRF_31102022_0902,Habituation,Htlt,Reaction,None,6,345,0.017391304347826087
Pudding_FRF_31102022_0902,Habituation,Look,Reaction,At speaker,10,345,0.028985507246376812
Pudding_FRF_31102022_0902,Habituation,Look,Reaction,Away from speaker,42,345,0.12173913043478261
Pudding_FRF_31102022_0902,Habituation,Voc,Reaction,Contact,1,345,0.002898550724637681
Pudding_FRF_31102022_0902,Silence_1,FVO,Reaction,Distance,3,101,0.0297029702970297
Pudding_FRF_31102022_0902,Silence_1,Look,Reaction,At speaker,5,101,0.04950495049504951
Pudding_FRF_31102022_0902,Silence_1,Look,Reaction,Away from speaker,12,101,0.1188118811881188
Pudding_FRF_31102022_0902,Silence_2,FVO,Reaction,Distance,4,401,0.00997506234413965
Pudding_FRF_31102022_0902,Silence_2,FVO,Reaction,Other,2,401,0.004987531172069825
Pudding_FRF_31102022_0902,Silence_2,HSH,Reaction,None,1,401,0.0024937655860349127
Pudding_FRF_31102022_0902,Silence_2,Htlt,Reaction,None,1,401,0.0024937655860349127
Pudding_FRF_31102022_0902,Silence_2,Look,Reaction,At speaker,6,401,0.014962593516209476
Pudding_FRF_31102022_0902,Silence_2,Look,Reaction,Away from speaker,11,401,0.02743142144638404
Pudding_FRF_31102022_0902,Silence_3,FVO,Reaction,Distance,2,710,0.0028169014084507044
Pudding_FRF_31102022_0902,Silence_3,FVO,Reaction,Other,5,710,0.007042253521126761
Pudding_FRF_31102022_0902,Silence_3,HSH,Reaction,None,2,710,0.0028169014084507044
Pudding_FRF_31102022_0902,Silence_3,Look,Reaction,At speaker,4,710,0.005633802816901409
Pudding_PRF_29102022_0953,Dishabituation,HSH,Reaction,None,18,1049,0.017159199237368923
Pudding_PRF_29102022_0953,Dishabituation,Look,Reaction,At speaker,4,1049,0.0038131553860819827
Pudding_PRF_29102022_0953,Dishabituation,Look,Reaction,Away from speaker,8,1049,0.0076263107721639654
Pudding_PRF_29102022_0953,Dishabituation,Voc,Reaction,Contact,3,1049,0.002859866539561487
Pudding_PRF_29102022_0953,Habituation,FVO,Reaction,Other,1,715,0.0013986013986013986
Pudding_PRF_29102022_0953,Habituation,HSH,Reaction,None,2,715,0.002797202797202797
Pudding_PRF_29102022_0953,Habituation,Look,Reaction,At speaker,2,715,0.002797202797202797
Pudding_PRF_29102022_0953,Habituation,Look,Reaction,Away from speaker,2,715,0.002797202797202797
Pudding_PRF_29102022_0953,Habituation,Voc,Reaction,Contact,1,715,0.0013986013986013986
Pudding_PRF_29102022_0953,Habituation,Voc,Reaction,Distance,1,715,0.0013986013986013986
Pudding_PRF_29102022_0953,Silence_1,HSH,Reaction,None,3,470,0.006382978723404255
Pudding_PRF_29102022_0953,Silence_1,Look,Reaction,At speaker,1,470,0.002127659574468085
Pudding_PRF_29102022_0953,Silence_1,Look,Reaction,Away from speaker,2,470,0.00425531914893617
Pudding_PRF_29102022_0953,Silence_1,Voc,Reaction,Contact,1,470,0.002127659574468085
Pudding_PRF_29102022_0953,Silence_2,FVO,Reaction,Distance,1,801,0.0012484394506866417
Pudding_PRF_29102022_0953,Silence_2,HSH,Reaction,None,1,801,0.0012484394506866417
Pudding_PRF_29102022_0953,Silence_2,Look,Reaction,Away from speaker,2,801,0.0024968789013732834
Pudding_PRF_29102022_0953,Silence_3,NA,NA,NA,0,1115,0
Romy_FC_14112022_0915,Dishabituation,FVO,Reaction,Distance,9,629,0.014308426073131956
Romy_FC_14112022_0915,Dishabituation,FVO,Reaction,Other,5,629,0.00794912559618442
Romy_FC_14112022_0915,Habituation,FVO,Reaction,Distance,8,328,0.024390243902439025
Romy_FC_14112022_0915,Habituation,FVO,Reaction,Other,4,328,0.012195121951219513
Romy_FC_14112022_0915,Habituation,Look,Reaction,At speaker,1,328,0.003048780487804878
Romy_FC_14112022_0915,Habituation,Look,Reaction,Away from speaker,1,328,0.003048780487804878
Romy_FC_14112022_0915,Silence_1,FVO,Reaction,Distance,11,76,0.14473684210526316
Romy_FC_14112022_0915,Silence_1,FVO,Reaction,Other,8,76,0.10526315789473684
Romy_FC_14112022_0915,Silence_1,HSH,Reaction,None,1,76,0.013157894736842105
Romy_FC_14112022_0915,Silence_1,Htlt,Reaction,None,1,76,0.013157894736842105
Romy_FC_14112022_0915,Silence_1,Look,Reaction,At speaker,9,76,0.11842105263157894
Romy_FC_14112022_0915,Silence_1,Look,Reaction,Away from speaker,4,76,0.05263157894736842
Romy_FC_14112022_0915,Silence_2,FVO,Reaction,Distance,3,381,0.007874015748031496
Romy_FC_14112022_0915,Silence_3,NA,NA,NA,0,689,0
Romy_FRF_19112022_1455,Dishabituation,Fllw,Interaction,Kin,1,635,0.0015748031496062992
Romy_FRF_19112022_1455,Dishabituation,HSH,Reaction,None,6,635,0.009448818897637795
Romy_FRF_19112022_1455,Dishabituation,Htlt,Reaction,None,2,635,0.0031496062992125984
Romy_FRF_19112022_1455,Dishabituation,Look,Reaction,At speaker,7,635,0.011023622047244094
Romy_FRF_19112022_1455,Dishabituation,Look,Reaction,Away from speaker,41,635,0.06456692913385827
Romy_FRF_19112022_1455,Dishabituation,Voc,Reaction,Contact,1,635,0.0015748031496062992
Romy_FRF_19112022_1455,Habituation,HSH,Reaction,None,1,344,0.0029069767441860465
Romy_FRF_19112022_1455,Habituation,Htlt,Reaction,None,1,344,0.0029069767441860465
Romy_FRF_19112022_1455,Habituation,Look,Reaction,At speaker,30,344,0.0872093023255814
Romy_FRF_19112022_1455,Habituation,Look,Reaction,Away from speaker,49,344,0.14244186046511628
Romy_FRF_19112022_1455,Habituation,Voc,Reaction,Contact,13,344,0.0377906976744186
Romy_FRF_19112022_1455,Habituation,Voc,Reaction,Recruitment,8,344,0.023255813953488372
Romy_FRF_19112022_1455,Silence_1,HSH,Reaction,None,1,91,0.01098901098901099
Romy_FRF_19112022_1455,Silence_1,Htlt,Reaction,None,1,91,0.01098901098901099
Romy_FRF_19112022_1455,Silence_1,Look,Reaction,At speaker,7,91,0.07692307692307693
Romy_FRF_19112022_1455,Silence_1,Look,Reaction,Away from speaker,2,91,0.02197802197802198
Romy_FRF_19112022_1455,Silence_1,Voc,Reaction,Contact,1,91,0.01098901098901099
Romy_FRF_19112022_1455,Silence_2,Agn,Interaction,Towards other,1,390,0.002564102564102564
Romy_FRF_19112022_1455,Silence_2,Htlt,Reaction,None,1,390,0.002564102564102564
Romy_FRF_19112022_1455,Silence_2,Look,Reaction,At speaker,3,390,0.007692307692307693
Romy_FRF_19112022_1455,Silence_2,Look,Reaction,Away from speaker,6,390,0.015384615384615385
Romy_FRF_19112022_1455,Silence_3,Look,Reaction,Away from speaker,7,696,0.010057471264367816
Romy_PRF_13112022_0938,Dishabituation,FVO,Reaction,Distance,8,640,0.0125
Romy_PRF_13112022_0938,Dishabituation,FVO,Reaction,Other,1,640,0.0015625
Romy_PRF_13112022_0938,Dishabituation,HSH,Reaction,None,2,640,0.003125
Romy_PRF_13112022_0938,Dishabituation,Htlt,Reaction,None,1,640,0.0015625
Romy_PRF_13112022_0938,Dishabituation,Look,Reaction,At speaker,1,640,0.0015625
Romy_PRF_13112022_0938,Dishabituation,Look,Reaction,Away from speaker,1,640,0.0015625
Romy_PRF_13112022_0938,Habituation,FVO,Reaction,Distance,8,338,0.023668639053254437
Romy_PRF_13112022_0938,Habituation,FVO,Reaction,Other,2,338,0.005917159763313609
Romy_PRF_13112022_0938,Habituation,Htlt,Reaction,None,6,338,0.01775147928994083
Romy_PRF_13112022_0938,Habituation,Look,Reaction,At speaker,5,338,0.014792899408284023
Romy_PRF_13112022_0938,Habituation,Look,Reaction,Away from speaker,1,338,0.0029585798816568047
Romy_PRF_13112022_0938,Habituation,Voc,Reaction,Contact,1,338,0.0029585798816568047
Romy_PRF_13112022_0938,Silence_1,FVO,Reaction,Distance,2,92,0.021739130434782608
Romy_PRF_13112022_0938,Silence_1,FVO,Reaction,Other,2,92,0.021739130434782608
Romy_PRF_13112022_0938,Silence_1,Look,Reaction,At speaker,5,92,0.05434782608695652
Romy_PRF_13112022_0938,Silence_1,Look,Reaction,Away from speaker,1,92,0.010869565217391304
Romy_PRF_13112022_0938,Silence_2,FVO,Reaction,Distance,5,393,0.01272264631043257
Romy_PRF_13112022_0938,Silence_2,FVO,Reaction,Other,1,393,0.002544529262086514
Romy_PRF_13112022_0938,Silence_2,Look,Reaction,At speaker,1,393,0.002544529262086514
Romy_PRF_13112022_0938,Silence_3,FVO,Reaction,Distance,2,700,0.002857142857142857
Rosenrot_FC_15112022_0941,Dishabituation,HSH,Reaction,None,1,645,0.0015503875968992248
Rosenrot_FC_15112022_0941,Dishabituation,Look,Reaction,At speaker,5,645,0.007751937984496124
Rosenrot_FC_15112022_0941,Dishabituation,Look,Reaction,Away from speaker,18,645,0.027906976744186046
Rosenrot_FC_15112022_0941,Dishabituation,Voc,Reaction,Contact,15,645,0.023255813953488372
Rosenrot_FC_15112022_0941,Dishabituation,Voc,Reaction,Recruitment,8,645,0.012403100775193798
Rosenrot_FC_15112022_0941,Habituation,HSH,Reaction,None,2,355,0.005633802816901409
Rosenrot_FC_15112022_0941,Habituation,Look,Reaction,At speaker,23,355,0.0647887323943662
Rosenrot_FC_15112022_0941,Habituation,Look,Reaction,Away from speaker,22,355,0.061971830985915494
Rosenrot_FC_15112022_0941,Habituation,Voc,Reaction,Contact,14,355,0.03943661971830986
Rosenrot_FC_15112022_0941,Habituation,Voc,Reaction,Recruitment,24,355,0.0676056338028169
Rosenrot_FC_15112022_0941,Silence_1,HSH,Reaction,None,2,96,0.020833333333333332
Rosenrot_FC_15112022_0941,Silence_1,Htlt,Reaction,None,1,96,0.010416666666666666
Rosenrot_FC_15112022_0941,Silence_1,Look,Reaction,At speaker,19,96,0.19791666666666666
Rosenrot_FC_15112022_0941,Silence_1,Voc,Reaction,Contact,10,96,0.10416666666666667
Rosenrot_FC_15112022_0941,Silence_1,Voc,Reaction,Recruitment,4,96,0.041666666666666664
Rosenrot_FC_15112022_0941,Silence_2,Look,Reaction,At speaker,2,392,0.00510204081632653
Rosenrot_FC_15112022_0941,Silence_2,Voc,Reaction,Contact,2,392,0.00510204081632653
Rosenrot_FC_15112022_0941,Silence_3,Look,Reaction,At speaker,3,706,0.00424929178470255
Rosenrot_FC_15112022_0941,Silence_3,Look,Reaction,Away from speaker,16,706,0.0226628895184136
Rosenrot_FC_15112022_0941,Silence_3,Voc,Reaction,Contact,2,706,0.0028328611898017
Rosenrot_FC_18102022_1100,Dishabituation,Dep,Locomotion,With kin,1,593,0.0016863406408094434
Rosenrot_FC_18102022_1100,Dishabituation,FVO,Reaction,Departure,1,593,0.0016863406408094434
Rosenrot_FC_18102022_1100,Dishabituation,FVO,Reaction,Distance,4,593,0.006745362563237774
Rosenrot_FC_18102022_1100,Dishabituation,FVO,Reaction,Other,11,593,0.01854974704890388
Rosenrot_FC_18102022_1100,Dishabituation,Fllw,Interaction,Kin,1,593,0.0016863406408094434
Rosenrot_FC_18102022_1100,Dishabituation,HSH,Reaction,None,6,593,0.01011804384485666
Rosenrot_FC_18102022_1100,Dishabituation,Htlt,Reaction,None,3,593,0.00505902192242833
Rosenrot_FC_18102022_1100,Dishabituation,Look,Reaction,At speaker,17,593,0.02866779089376054
Rosenrot_FC_18102022_1100,Dishabituation,Look,Reaction,Away from speaker,52,593,0.08768971332209106
Rosenrot_FC_18102022_1100,Dishabituation,Voc,Reaction,Contact,5,593,0.008431703204047217
Rosenrot_FC_18102022_1100,Dishabituation,Voc,Reaction,Recruitment,26,593,0.04384485666104553
Rosenrot_FC_18102022_1100,Habituation,FVO,Reaction,Distance,5,341,0.01466275659824047
Rosenrot_FC_18102022_1100,Habituation,FVO,Reaction,Other,5,341,0.01466275659824047
Rosenrot_FC_18102022_1100,Habituation,Fllw,Interaction,Kin,4,341,0.011730205278592375
Rosenrot_FC_18102022_1100,Habituation,HSH,Reaction,None,2,341,0.005865102639296188
Rosenrot_FC_18102022_1100,Habituation,Look,Reaction,At speaker,16,341,0.0469208211143695
Rosenrot_FC_18102022_1100,Habituation,Look,Reaction,Away from speaker,62,341,0.18181818181818182
Rosenrot_FC_18102022_1100,Habituation,Voc,Reaction,Contact,7,341,0.020527859237536656
Rosenrot_FC_18102022_1100,Habituation,Voc,Reaction,Other,1,341,0.002932551319648094
Rosenrot_FC_18102022_1100,Habituation,Voc,Reaction,Recruitment,11,341,0.03225806451612903
Rosenrot_FC_18102022_1100,Silence_1,Fllw,Interaction,Kin,1,91,0.01098901098901099
Rosenrot_FC_18102022_1100,Silence_1,Htlt,Reaction,None,1,91,0.01098901098901099
Rosenrot_FC_18102022_1100,Silence_1,Look,Reaction,At speaker,3,91,0.03296703296703297
Rosenrot_FC_18102022_1100,Silence_1,Look,Reaction,Away from speaker,21,91,0.23076923076923078
Rosenrot_FC_18102022_1100,Silence_1,Voc,Reaction,Contact,1,91,0.01098901098901099
Rosenrot_FC_18102022_1100,Silence_1,Voc,Reaction,Recruitment,22,91,0.24175824175824176
Rosenrot_FC_18102022_1100,Silence_2,FVO,Reaction,Distance,3,391,0.0076726342710997444
Rosenrot_FC_18102022_1100,Silence_2,FVO,Reaction,Other,1,391,0.0025575447570332483
Rosenrot_FC_18102022_1100,Silence_2,Fllw,Interaction,Kin,1,391,0.0025575447570332483
Rosenrot_FC_18102022_1100,Silence_2,Htlt,Reaction,None,1,391,0.0025575447570332483
Rosenrot_FC_18102022_1100,Silence_2,Look,Reaction,At speaker,4,391,0.010230179028132993
Rosenrot_FC_18102022_1100,Silence_2,Look,Reaction,Away from speaker,9,391,0.023017902813299233
Rosenrot_FC_18102022_1100,Silence_2,Voc,Reaction,Contact,2,391,0.005115089514066497
Rosenrot_FC_18102022_1100,Silence_2,Voc,Reaction,Other,6,391,0.015345268542199489
Rosenrot_FC_18102022_1100,Silence_2,Voc,Reaction,Recruitment,2,391,0.005115089514066497
Rosenrot_FC_18102022_1100,Silence_3,FVO,Reaction,Distance,4,606,0.006600660066006601
Rosenrot_FRF_20112022_0930,Dishabituation,Look,Reaction,At speaker,4,646,0.006191950464396285
Rosenrot_FRF_20112022_0930,Dishabituation,Look,Reaction,Away from speaker,13,646,0.020123839009287926
Rosenrot_FRF_20112022_0930,Habituation,FVO,Reaction,Other,4,347,0.011527377521613832
Rosenrot_FRF_20112022_0930,Habituation,HSH,Reaction,None,1,347,0.002881844380403458
Rosenrot_FRF_20112022_0930,Habituation,Look,Reaction,At speaker,29,347,0.08357348703170028
Rosenrot_FRF_20112022_0930,Habituation,Look,Reaction,Away from speaker,38,347,0.10951008645533142
Rosenrot_FRF_20112022_0930,Habituation,Voc,Reaction,Contact,6,347,0.01729106628242075
Rosenrot_FRF_20112022_0930,Habituation,Voc,Reaction,Recruitment,17,347,0.04899135446685879
Rosenrot_FRF_20112022_0930,Silence_1,HSH,Reaction,None,2,95,0.021052631578947368
Rosenrot_FRF_20112022_0930,Silence_1,Look,Reaction,At speaker,13,95,0.1368421052631579
Rosenrot_FRF_20112022_0930,Silence_1,Look,Reaction,Away from speaker,8,95,0.08421052631578947
Rosenrot_FRF_20112022_0930,Silence_1,Voc,Reaction,Contact,1,95,0.010526315789473684
Rosenrot_FRF_20112022_0930,Silence_2,Fllw,Interaction,Kin,1,401,0.0024937655860349127
Rosenrot_FRF_20112022_0930,Silence_2,HSH,Reaction,None,2,401,0.004987531172069825
Rosenrot_FRF_20112022_0930,Silence_2,Look,Reaction,At speaker,6,401,0.014962593516209476
Rosenrot_FRF_20112022_0930,Silence_2,Look,Reaction,Away from speaker,10,401,0.02493765586034913
Rosenrot_FRF_20112022_0930,Silence_3,FVO,Reaction,Other,1,719,0.0013908205841446453
Rosenrot_FRF_20112022_0930,Silence_3,Fllw,Interaction,Kin,1,719,0.0013908205841446453
Rosenrot_FRF_20112022_0930,Silence_3,HSH,Reaction,None,2,719,0.0027816411682892906
Rosenrot_FRF_20112022_0930,Silence_3,Look,Reaction,At speaker,5,719,0.006954102920723227
Rosenrot_FRF_20112022_0930,Silence_3,Look,Reaction,Away from speaker,15,719,0.02086230876216968
Rosenrot_FRF_20112022_0930,Silence_3,Voc,Reaction,Contact,2,719,0.0027816411682892906
Rosenrot_FRF_31102022_0931,Dishabituation,FVO,Reaction,Distance,25,631,0.039619651347068144
Rosenrot_FRF_31102022_0931,Dishabituation,FVO,Reaction,Other,3,631,0.004754358161648178
Rosenrot_FRF_31102022_0931,Dishabituation,Look,Reaction,At speaker,14,631,0.022187004754358162
Rosenrot_FRF_31102022_0931,Dishabituation,Look,Reaction,Away from speaker,4,631,0.006339144215530904
Rosenrot_FRF_31102022_0931,Dishabituation,Voc,Reaction,Contact,1,631,0.001584786053882726
Rosenrot_FRF_31102022_0931,Habituation,FVO,Reaction,Distance,30,336,0.08928571428571429
Rosenrot_FRF_31102022_0931,Habituation,FVO,Reaction,Other,5,336,0.01488095238095238
Rosenrot_FRF_31102022_0931,Habituation,Look,Reaction,At speaker,20,336,0.05952380952380952
Rosenrot_FRF_31102022_0931,Silence_1,FVO,Reaction,Distance,7,84,0.08333333333333333
Rosenrot_FRF_31102022_0931,Silence_1,FVO,Reaction,Other,5,84,0.05952380952380952
Rosenrot_FRF_31102022_0931,Silence_1,Look,Reaction,At speaker,8,84,0.09523809523809523
Rosenrot_FRF_31102022_0931,Silence_2,FVO,Reaction,Distance,1,384,0.0026041666666666665
Rosenrot_FRF_31102022_0931,Silence_3,FVO,Reaction,Distance,2,705,0.0028368794326241137
Rosenrot_FRF_31102022_0931,Silence_3,FVO,Reaction,Other,6,705,0.00851063829787234
Rosenrot_FRF_31102022_0931,Silence_3,Htlt,Reaction,None,1,705,0.0014184397163120568
Rosenrot_FRF_31102022_0931,Silence_3,Look,Reaction,At speaker,8,705,0.011347517730496455
Rosenrot_FRF_31102022_0931,Silence_3,Voc,Reaction,Contact,1,705,0.0014184397163120568
Rosenrot_FRF_31102022_0931,Silence_3,Voc,Reaction,Other,4,705,0.005673758865248227
Rosenrot_FRP_17102022_1020,Dishabituation,FVO,Reaction,Distance,5,645,0.007751937984496124
Rosenrot_FRP_17102022_1020,Dishabituation,FVO,Reaction,Other,1,645,0.0015503875968992248
Rosenrot_FRP_17102022_1020,Dishabituation,HSH,Reaction,None,2,645,0.0031007751937984496
Rosenrot_FRP_17102022_1020,Dishabituation,Htlt,Reaction,None,1,645,0.0015503875968992248
Rosenrot_FRP_17102022_1020,Dishabituation,Look,Reaction,At speaker,39,645,0.06046511627906977
Rosenrot_FRP_17102022_1020,Dishabituation,Look,Reaction,Away from speaker,8,645,0.012403100775193798
Rosenrot_FRP_17102022_1020,Dishabituation,Voc,Reaction,Contact,14,645,0.021705426356589147
Rosenrot_FRP_17102022_1020,Habituation,FVO,Reaction,Distance,13,353,0.036827195467422094
Rosenrot_FRP_17102022_1020,Habituation,FVO,Reaction,Other,1,353,0.0028328611898017
Rosenrot_FRP_17102022_1020,Habituation,FVO,Reaction,Recruitment,12,353,0.0339943342776204
Rosenrot_FRP_17102022_1020,Habituation,Look,Reaction,At speaker,25,353,0.0708215297450425
Rosenrot_FRP_17102022_1020,Habituation,Look,Reaction,Away from speaker,9,353,0.025495750708215296
Rosenrot_FRP_17102022_1020,Habituation,Voc,Reaction,Contact,7,353,0.019830028328611898
Rosenrot_FRP_17102022_1020,Silence_1,FVO,Reaction,Distance,1,101,0.009900990099009901
Rosenrot_FRP_17102022_1020,Silence_1,FVO,Reaction,Recruitment,13,101,0.12871287128712872
Rosenrot_FRP_17102022_1020,Silence_1,HSH,Reaction,None,2,101,0.019801980198019802
Rosenrot_FRP_17102022_1020,Silence_1,Look,Reaction,At speaker,20,101,0.19801980198019803
Rosenrot_FRP_17102022_1020,Silence_1,Look,Reaction,Away from speaker,8,101,0.07920792079207921
Rosenrot_FRP_17102022_1020,Silence_2,FVO,Reaction,Distance,4,402,0.009950248756218905
Rosenrot_FRP_17102022_1020,Silence_2,Look,Reaction,At speaker,6,402,0.014925373134328358
Rosenrot_FRP_17102022_1020,Silence_2,Look,Reaction,Away from speaker,1,402,0.0024875621890547263
Rosenrot_FRP_17102022_1020,Silence_2,Voc,Reaction,Contact,4,402,0.009950248756218905
Rosenrot_FRP_17102022_1020,Silence_3,FVO,Reaction,Distance,5,715,0.006993006993006993
Rosenrot_FRP_17102022_1020,Silence_3,FVO,Reaction,Recruitment,4,715,0.005594405594405594
Rosenrot_FRP_17102022_1020,Silence_3,Htlt,Reaction,None,1,715,0.0013986013986013986
Rosenrot_FRP_17102022_1020,Silence_3,Look,Reaction,Away from speaker,1,715,0.0013986013986013986
Rosenrot_PRF_13112022_1006,Dishabituation,FVO,Reaction,Other,1,635,0.0015748031496062992
Rosenrot_PRF_13112022_1006,Dishabituation,Htlt,Reaction,None,1,635,0.0015748031496062992
Rosenrot_PRF_13112022_1006,Dishabituation,Look,Reaction,At speaker,1,635,0.0015748031496062992
Rosenrot_PRF_13112022_1006,Habituation,FVO,Reaction,Other,1,318,0.0031446540880503146
Rosenrot_PRF_13112022_1006,Habituation,HSH,Reaction,None,3,318,0.009433962264150943
Rosenrot_PRF_13112022_1006,Habituation,Htlt,Reaction,None,7,318,0.0220125786163522
Rosenrot_PRF_13112022_1006,Habituation,Look,Reaction,At speaker,5,318,0.015723270440251572
Rosenrot_PRF_13112022_1006,Habituation,Look,Reaction,Away from speaker,43,318,0.13522012578616352
Rosenrot_PRF_13112022_1006,Habituation,Voc,Reaction,Contact,2,318,0.006289308176100629
Rosenrot_PRF_13112022_1006,Silence_1,FVO,Reaction,Other,1,73,0.0136986301369863
Rosenrot_PRF_13112022_1006,Silence_1,Fllw,Interaction,Kin,1,73,0.0136986301369863
Rosenrot_PRF_13112022_1006,Silence_1,Look,Reaction,At speaker,2,73,0.0273972602739726
Rosenrot_PRF_13112022_1006,Silence_1,Look,Reaction,Away from speaker,13,73,0.1780821917808219
Rosenrot_PRF_13112022_1006,Silence_2,FVO,Reaction,Other,5,389,0.012853470437017995
Rosenrot_PRF_13112022_1006,Silence_2,Htlt,Reaction,None,1,389,0.002570694087403599
Rosenrot_PRF_13112022_1006,Silence_2,Look,Reaction,Away from speaker,1,389,0.002570694087403599
Rosenrot_PRF_13112022_1006,Silence_3,NA,NA,NA,0,704,0
Rubezahl_FC_15102022_1532,Dishabituation,Agn,Interaction,Towards other,3,643,0.004665629860031105
Rubezahl_FC_15102022_1532,Dishabituation,Fllw,Interaction,Kin,2,643,0.003110419906687403
Rubezahl_FC_15102022_1532,Dishabituation,HSH,Reaction,None,5,643,0.007776049766718507
Rubezahl_FC_15102022_1532,Dishabituation,Look,Reaction,At speaker,6,643,0.00933125972006221
Rubezahl_FC_15102022_1532,Dishabituation,Look,Reaction,Away from speaker,43,643,0.06687402799377916
Rubezahl_FC_15102022_1532,Dishabituation,Voc,Reaction,Contact,4,643,0.006220839813374806
Rubezahl_FC_15102022_1532,Habituation,Agn,Interaction,Towards other,1,341,0.002932551319648094
