Observation_id,Phase,Behaviour,Behavioural_category,Modifier,Point_Event_Count
Lupin_FRP_23102022_1054,Dishabituation,Agn,Interaction,Towards other,3
Lupin_FRP_23102022_1054,Dishabituation,FVO,Reaction,Departure,9
Lupin_FRP_23102022_1054,Dishabituation,FVO,Reaction,Distance,4
Lupin_FRP_23102022_1054,Dishabituation,FVO,Reaction,Recruitment,1
Lupin_FRP_23102022_1054,Dishabituation,Fllw,Interaction,Kin,1
Lupin_FRP_23102022_1054,Dishabituation,HSH,Reaction,None,4
Lupin_FRP_23102022_1054,Dishabituation,Htlt,Reaction,None,3
Lupin_FRP_23102022_1054,Dishabituation,Look,Reaction,At speaker,23
Lupin_FRP_23102022_1054,Dishabituation,Look,Reaction,Away from speaker,31
Lupin_FRP_23102022_1054,Dishabituation,Voc,Reaction,Contact,5
Lupin_FRP_23102022_1054,Dishabituation,Voc,Reaction,Distance,4
Lupin_FRP_23102022_1054,Dishabituation,Voc,Reaction,Other,3
Lupin_FRP_23102022_1054,Dishabituation,Voc,Reaction,Recruitment,25
Lupin_FRP_23102022_1054,Habituation,FVO,Reaction,Departure,2
Lupin_FRP_23102022_1054,Habituation,FVO,Reaction,Other,2
Lupin_FRP_23102022_1054,Habituation,Fllw,Interaction,Kin,2
Lupin_FRP_23102022_1054,Habituation,HSH,Reaction,None,2
Lupin_FRP_23102022_1054,Habituation,Look,Reaction,At speaker,14
Lupin_FRP_23102022_1054,Habituation,Look,Reaction,Away from speaker,23
Lupin_FRP_23102022_1054,Habituation,Voc,Reaction,Contact,5
Lupin_FRP_23102022_1054,Habituation,Voc,Reaction,Recruitment,11
Lupin_FRP_23102022_1054,Silence_1,Htlt,Reaction,None,1
Lupin_FRP_23102022_1054,Silence_1,Look,Reaction,Away from speaker,15
Lupin_FRP_23102022_1054,Silence_1,Voc,Reaction,Contact,1
Lupin_FRP_23102022_1054,Silence_1,Voc,Reaction,Other,1
Lupin_FRP_23102022_1054,Silence_2,Agn,Interaction,Towards other,1
Lupin_FRP_23102022_1054,Silence_2,FVO,Reaction,Departure,3
Lupin_FRP_23102022_1054,Silence_2,Fllw,Interaction,Kin,2
Lupin_FRP_23102022_1054,Silence_2,HSH,Reaction,None,3
Lupin_FRP_23102022_1054,Silence_2,Look,Reaction,At speaker,7
Lupin_FRP_23102022_1054,Silence_2,Look,Reaction,Away from speaker,6
Lupin_FRP_23102022_1054,Silence_2,Voc,Reaction,Contact,4
Lupin_FRP_23102022_1054,Silence_2,Voc,Reaction,Recruitment,2
Lupin_FRP_23102022_1054,Silence_3,Dep,Locomotion,With kin,1
Lupin_FRP_23102022_1054,Silence_3,FVO,Reaction,Departure,4
Lupin_FRP_23102022_1054,Silence_3,FVO,Reaction,Distance,1
Lupin_FRP_23102022_1054,Silence_3,Fllw,Interaction,Kin,2
Lupin_FRP_23102022_1054,Silence_3,HSH,Reaction,None,24
Lupin_FRP_23102022_1054,Silence_3,Htlt,Reaction,None,1
Lupin_FRP_23102022_1054,Silence_3,Look,Reaction,At speaker,16
Lupin_FRP_23102022_1054,Silence_3,Look,Reaction,Away from speaker,44
Lupin_FRP_23102022_1054,Silence_3,Voc,Reaction,Contact,1
Lupin_FRP_23102022_1054,Silence_3,Voc,Reaction,Recruitment,28
Lupin_PRF_07112022_0950,Dishabituation,FVO,Reaction,Distance,3
Lupin_PRF_07112022_0950,Dishabituation,FVO,Reaction,Other,6
Lupin_PRF_07112022_0950,Dishabituation,Htlt,Reaction,None,4
Lupin_PRF_07112022_0950,Dishabituation,Look,Reaction,At speaker,21
Lupin_PRF_07112022_0950,Dishabituation,Look,Reaction,Away from speaker,5
Lupin_PRF_07112022_0950,Habituation,FVO,Reaction,Distance,10
Lupin_PRF_07112022_0950,Habituation,FVO,Reaction,Other,2
Lupin_PRF_07112022_0950,Habituation,Htlt,Reaction,None,9
Lupin_PRF_07112022_0950,Habituation,Look,Reaction,At speaker,30
Lupin_PRF_07112022_0950,Habituation,Look,Reaction,Away from speaker,22
Lupin_PRF_07112022_0950,Habituation,Voc,Reaction,Contact,1
Lupin_PRF_07112022_0950,Habituation,Voc,Reaction,Distance,1
Lupin_PRF_07112022_0950,Silence_1,Htlt,Reaction,None,1
Lupin_PRF_07112022_0950,Silence_1,Look,Reaction,At speaker,8
Lupin_PRF_07112022_0950,Silence_1,Look,Reaction,Away from speaker,8
Lupin_PRF_07112022_0950,Silence_1,Voc,Reaction,Other,1
Lupin_PRF_07112022_0950,Silence_2,FVO,Reaction,Distance,2
Lupin_PRF_07112022_0950,Silence_2,Htlt,Reaction,None,3
Lupin_PRF_07112022_0950,Silence_2,Look,Reaction,At speaker,10
Lupin_PRF_07112022_0950,Silence_2,Look,Reaction,Away from speaker,7
Lupin_PRF_07112022_0950,Silence_3,FVO,Reaction,Distance,6
Lupin_PRF_07112022_0950,Silence_3,FVO,Reaction,Recruitment,6
Lupin_PRF_07112022_0950,Silence_3,Htlt,Reaction,None,2
Lupin_PRF_07112022_0950,Silence_3,Look,Reaction,At speaker,14
Lupin_PRF_07112022_0950,Silence_3,Look,Reaction,Away from speaker,2
Natalie_FC_13102022_1005,Dishabituation,FVO,Reaction,Other,1
Natalie_FC_13102022_1005,Dishabituation,HSH,Reaction,None,1
Natalie_FC_13102022_1005,Dishabituation,Htlt,Reaction,None,7
Natalie_FC_13102022_1005,Dishabituation,Look,Reaction,At speaker,21
Natalie_FC_13102022_1005,Dishabituation,Look,Reaction,Away from speaker,17
Natalie_FC_13102022_1005,Habituation,HSH,Reaction,None,4
Natalie_FC_13102022_1005,Habituation,Look,Reaction,At speaker,14
Natalie_FC_13102022_1005,Habituation,Look,Reaction,Away from speaker,27
Natalie_FC_13102022_1005,Habituation,Voc,Reaction,Contact,5
Natalie_FC_13102022_1005,Silence_1,Look,Reaction,At speaker,3
Natalie_FC_13102022_1005,Silence_1,Look,Reaction,Away from speaker,18
Natalie_FC_13102022_1005,Silence_1,Voc,Reaction,Contact,1
Natalie_FC_13102022_1005,Silence_2,Look,Reaction,At speaker,4
Natalie_FC_13102022_1005,Silence_2,Look,Reaction,Away from speaker,2
Natalie_FC_13102022_1005,Silence_3,HSH,Reaction,None,2
Natalie_FC_13102022_1005,Silence_3,Look,Reaction,At speaker,1
Natalie_FRF_19102022_1035,Dishabituation,FVO,Reaction,Recruitment,19
Natalie_FRF_19102022_1035,Habituation,FVO,Reaction,Distance,9
Natalie_FRF_19102022_1035,Habituation,FVO,Reaction,Other,1
Natalie_FRF_19102022_1035,Habituation,FVO,Reaction,Recruitment,3
Natalie_FRF_19102022_1035,Habituation,Htlt,Reaction,None,1
Natalie_FRF_19102022_1035,Habituation,Look,Reaction,Away from speaker,1
Natalie_FRF_19102022_1035,Silence_1,NA,NA,NA,0
Natalie_FRF_19102022_1035,Silence_2,FVO,Reaction,Recruitment,3
Natalie_FRF_19102022_1035,Silence_3,FVO,Reaction,Distance,1
Natalie_FRP_27102022_1034,Dishabituation,FVO,Reaction,Distance,7
Natalie_FRP_27102022_1034,Dishabituation,FVO,Reaction,Other,4
Natalie_FRP_27102022_1034,Dishabituation,Htlt,Reaction,None,11
Natalie_FRP_27102022_1034,Dishabituation,Look,Reaction,At speaker,29
Natalie_FRP_27102022_1034,Dishabituation,Look,Reaction,Away from speaker,44
Natalie_FRP_27102022_1034,Dishabituation,Voc,Reaction,Contact,8
Natalie_FRP_27102022_1034,Habituation,FVO,Reaction,Departure,4
Natalie_FRP_27102022_1034,Habituation,FVO,Reaction,Distance,19
Natalie_FRP_27102022_1034,Habituation,FVO,Reaction,Other,2
Natalie_FRP_27102022_1034,Habituation,FVO,Reaction,Recruitment,7
Natalie_FRP_27102022_1034,Habituation,HSH,Reaction,None,1
Natalie_FRP_27102022_1034,Habituation,Htlt,Reaction,None,4
Natalie_FRP_27102022_1034,Habituation,Look,Reaction,At speaker,45
Natalie_FRP_27102022_1034,Habituation,Look,Reaction,Away from speaker,36
Natalie_FRP_27102022_1034,Habituation,Voc,Reaction,Contact,2
Natalie_FRP_27102022_1034,Habituation,Voc,Reaction,Distance,3
Natalie_FRP_27102022_1034,Silence_1,FVO,Reaction,Distance,2
Natalie_FRP_27102022_1034,Silence_1,HSH,Reaction,None,1
Natalie_FRP_27102022_1034,Silence_1,Look,Reaction,At speaker,10
Natalie_FRP_27102022_1034,Silence_1,Look,Reaction,Away from speaker,16
Natalie_FRP_27102022_1034,Silence_1,Voc,Reaction,Contact,2
Natalie_FRP_27102022_1034,Silence_2,FVO,Reaction,Distance,2
Natalie_FRP_27102022_1034,Silence_2,HSH,Reaction,None,1
Natalie_FRP_27102022_1034,Silence_2,Htlt,Reaction,None,6
Natalie_FRP_27102022_1034,Silence_2,Look,Reaction,At speaker,7
Natalie_FRP_27102022_1034,Silence_2,Look,Reaction,Away from speaker,15
Natalie_FRP_27102022_1034,Silence_2,Voc,Reaction,Contact,1
Natalie_FRP_27102022_1034,Silence_3,FVO,Reaction,Distance,5
Natalie_FRP_27102022_1034,Silence_3,Look,Reaction,At speaker,4
Natalie_FRP_27102022_1034,Silence_3,Look,Reaction,Away from speaker,15
Natalie_FRP_27102022_1034,Silence_3,Voc,Reaction,Contact,9
Oberlix_FC_15112022_0859,Dishabituation,FVO,Reaction,Distance,12
Oberlix_FC_15112022_0859,Dishabituation,FVO,Reaction,Other,7
Oberlix_FC_15112022_0859,Dishabituation,FVO,Reaction,Recruitment,1
Oberlix_FC_15112022_0859,Dishabituation,Fllw,Interaction,Kin,4
Oberlix_FC_15112022_0859,Dishabituation,HSH,Reaction,None,5
Oberlix_FC_15112022_0859,Dishabituation,Htlt,Reaction,None,1
Oberlix_FC_15112022_0859,Dishabituation,Look,Reaction,At speaker,21
Oberlix_FC_15112022_0859,Dishabituation,Look,Reaction,Away from speaker,34
Oberlix_FC_15112022_0859,Habituation,FVO,Reaction,Distance,5
Oberlix_FC_15112022_0859,Habituation,FVO,Reaction,Other,12
Oberlix_FC_15112022_0859,Habituation,FVO,Reaction,Recruitment,1
Oberlix_FC_15112022_0859,Habituation,Htlt,Reaction,None,7
Oberlix_FC_15112022_0859,Habituation,Look,Reaction,At speaker,35
Oberlix_FC_15112022_0859,Habituation,Look,Reaction,Away from speaker,23
Oberlix_FC_15112022_0859,Habituation,Voc,Reaction,Contact,11
Oberlix_FC_15112022_0859,Silence_1,FVO,Reaction,Distance,1
Oberlix_FC_15112022_0859,Silence_1,Htlt,Reaction,None,1
Oberlix_FC_15112022_0859,Silence_1,Look,Reaction,At speaker,8
Oberlix_FC_15112022_0859,Silence_1,Look,Reaction,Away from speaker,20
Oberlix_FC_15112022_0859,Silence_1,Voc,Reaction,Contact,1
Oberlix_FC_15112022_0859,Silence_2,Htlt,Reaction,None,1
Oberlix_FC_15112022_0859,Silence_2,Look,Reaction,At speaker,6
Oberlix_FC_15112022_0859,Silence_2,Look,Reaction,Away from speaker,10
Oberlix_FC_15112022_0859,Silence_3,FVO,Reaction,Distance,3
Oberlix_FC_15112022_0859,Silence_3,FVO,Reaction,Recruitment,6
Oberlix_FC_15112022_0859,Silence_3,Look,Reaction,At speaker,7
Oberlix_FC_18102022_0956,Dishabituation,FVO,Reaction,Distance,14
Oberlix_FC_18102022_0956,Dishabituation,Fllw,Interaction,Kin,1
Oberlix_FC_18102022_0956,Dishabituation,HSH,Reaction,None,1
Oberlix_FC_18102022_0956,Dishabituation,Htlt,Reaction,None,1
Oberlix_FC_18102022_0956,Dishabituation,Look,Reaction,At speaker,24
Oberlix_FC_18102022_0956,Dishabituation,Look,Reaction,Away from speaker,27
Oberlix_FC_18102022_0956,Dishabituation,Voc,Reaction,Contact,2
Oberlix_FC_18102022_0956,Habituation,FVO,Reaction,Distance,6
Oberlix_FC_18102022_0956,Habituation,HSH,Reaction,None,1
Oberlix_FC_18102022_0956,Habituation,Look,Reaction,At speaker,4
Oberlix_FC_18102022_0956,Habituation,Look,Reaction,Away from speaker,9
Oberlix_FC_18102022_0956,Habituation,Voc,Reaction,Contact,2
Oberlix_FC_18102022_0956,Silence_1,FVO,Reaction,Distance,4
Oberlix_FC_18102022_0956,Silence_1,Look,Reaction,At speaker,2
Oberlix_FC_18102022_0956,Silence_1,Look,Reaction,Away from speaker,8
Oberlix_FC_18102022_0956,Silence_1,Voc,Reaction,Contact,1
Oberlix_FC_18102022_0956,Silence_2,FVO,Reaction,Distance,8
Oberlix_FC_18102022_0956,Silence_2,Look,Reaction,Away from speaker,2
Oberlix_FC_18102022_0956,Silence_3,FVO,Reaction,Distance,2
Oberlix_FC_18102022_0956,Silence_3,Htlt,Reaction,None,2
Oberlix_FC_18102022_0956,Silence_3,Look,Reaction,At speaker,1
Oberlix_FC_18102022_0956,Silence_3,Look,Reaction,Away from speaker,26
Oberlix_FRF_23112022_1024,Dishabituation,FVO,Reaction,Distance,3
Oberlix_FRF_23112022_1024,Dishabituation,HSH,Reaction,None,1
Oberlix_FRF_23112022_1024,Dishabituation,Look,Reaction,At speaker,15
Oberlix_FRF_23112022_1024,Dishabituation,Look,Reaction,Away from speaker,19
Oberlix_FRF_23112022_1024,Dishabituation,Voc,Reaction,Contact,1
Oberlix_FRF_23112022_1024,Habituation,FVO,Reaction,Distance,10
Oberlix_FRF_23112022_1024,Habituation,Fllw,Interaction,Kin,1
Oberlix_FRF_23112022_1024,Habituation,Look,Reaction,At speaker,3
Oberlix_FRF_23112022_1024,Habituation,Look,Reaction,Away from speaker,24
Oberlix_FRF_23112022_1024,Habituation,Voc,Reaction,Contact,2
Oberlix_FRF_23112022_1024,Silence_1,FVO,Reaction,Distance,2
Oberlix_FRF_23112022_1024,Silence_1,FVO,Reaction,Other,6
Oberlix_FRF_23112022_1024,Silence_1,HSH,Reaction,None,1
Oberlix_FRF_23112022_1024,Silence_1,Htlt,Reaction,None,1
Oberlix_FRF_23112022_1024,Silence_1,Look,Reaction,At speaker,7
Oberlix_FRF_23112022_1024,Silence_1,Look,Reaction,Away from speaker,35
Oberlix_FRF_23112022_1024,Silence_2,FVO,Reaction,Distance,3
Oberlix_FRF_23112022_1024,Silence_2,HSH,Reaction,None,1
Oberlix_FRF_23112022_1024,Silence_2,Htlt,Reaction,None,1
Oberlix_FRF_23112022_1024,Silence_2,Look,Reaction,At speaker,16
Oberlix_FRF_23112022_1024,Silence_2,Look,Reaction,Away from speaker,14
Oberlix_FRF_23112022_1024,Silence_2,Voc,Reaction,Distance,2
Oberlix_FRF_23112022_1024,Silence_3,FVO,Reaction,Distance,3
Oberlix_FRF_23112022_1024,Silence_3,FVO,Reaction,Other,2
Oberlix_FRF_23112022_1024,Silence_3,Look,Reaction,At speaker,2
Oberlix_FRF_23112022_1024,Silence_3,Look,Reaction,Away from speaker,8
Oberlix_FRF_31102022_0813,Dishabituation,FVO,Reaction,Distance,2
Oberlix_FRF_31102022_0813,Dishabituation,FVO,Reaction,Other,2
Oberlix_FRF_31102022_0813,Dishabituation,HSH,Reaction,None,1
Oberlix_FRF_31102022_0813,Dishabituation,Look,Reaction,At speaker,21
Oberlix_FRF_31102022_0813,Dishabituation,Look,Reaction,Away from speaker,55
Oberlix_FRF_31102022_0813,Habituation,Look,Reaction,At speaker,13
Oberlix_FRF_31102022_0813,Habituation,Look,Reaction,Away from speaker,23
Oberlix_FRF_31102022_0813,Silence_1,FVO,Reaction,Distance,2
Oberlix_FRF_31102022_0813,Silence_1,HSH,Reaction,None,2
Oberlix_FRF_31102022_0813,Silence_1,Look,Reaction,At speaker,9
Oberlix_FRF_31102022_0813,Silence_1,Look,Reaction,Away from speaker,2
Oberlix_FRF_31102022_0813,Silence_2,Fllw,Interaction,Kin,1
Oberlix_FRF_31102022_0813,Silence_2,Look,Reaction,At speaker,6
Oberlix_FRF_31102022_0813,Silence_2,Look,Reaction,Away from speaker,10
Oberlix_FRF_31102022_0813,Silence_2,Voc,Reaction,Contact,1
Oberlix_FRF_31102022_0813,Silence_3,FVO,Reaction,Distance,2
Oberlix_FRF_31102022_0813,Silence_3,HSH,Reaction,None,2
Oberlix_FRF_31102022_0813,Silence_3,Look,Reaction,At speaker,1
Oberlix_FRF_31102022_0813,Silence_3,Look,Reaction,Away from speaker,11
Oberlix_PRF_08112022_0912,Dishabituation,FVO,Reaction,Distance,9
Oberlix_PRF_08112022_0912,Dishabituation,FVO,Reaction,Other,22
Oberlix_PRF_08112022_0912,Dishabituation,Htlt,Reaction,None,4
Oberlix_PRF_08112022_0912,Dishabituation,Look,Reaction,At speaker,19
Oberlix_PRF_08112022_0912,Dishabituation,Look,Reaction,Away from speaker,42
Oberlix_PRF_08112022_0912,Dishabituation,Voc,Reaction,Contact,4
Oberlix_PRF_08112022_0912,Dishabituation,Voc,Reaction,Distance,3
Oberlix_PRF_08112022_0912,Habituation,FVO,Reaction,Distance,7
Oberlix_PRF_08112022_0912,Habituation,FVO,Reaction,Other,9
Oberlix_PRF_08112022_0912,Habituation,Htlt,Reaction,None,5
Oberlix_PRF_08112022_0912,Habituation,Look,Reaction,At speaker,31
Oberlix_PRF_08112022_0912,Habituation,Look,Reaction,Away from speaker,35
Oberlix_PRF_08112022_0912,Habituation,Voc,Reaction,Contact,7
Oberlix_PRF_08112022_0912,Silence_1,FVO,Reaction,Other,21
Oberlix_PRF_08112022_0912,Silence_1,Htlt,Reaction,None,5
Oberlix_PRF_08112022_0912,Silence_1,Look,Reaction,At speaker,15
Oberlix_PRF_08112022_0912,Silence_1,Look,Reaction,Away from speaker,11
Oberlix_PRF_08112022_0912,Silence_1,Voc,Reaction,Contact,1
Oberlix_PRF_08112022_0912,Silence_2,FVO,Reaction,Distance,1
Oberlix_PRF_08112022_0912,Silence_2,FVO,Reaction,Other,1
Oberlix_PRF_08112022_0912,Silence_2,Look,Reaction,At speaker,1
Oberlix_PRF_08112022_0912,Silence_2,Look,Reaction,Away from speaker,5
Oberlix_PRF_08112022_0912,Silence_3,FVO,Reaction,Distance,1
Oberlix_PRF_08112022_0912,Silence_3,FVO,Reaction,Other,5
Oberlix_PRF_08112022_0912,Silence_3,Look,Reaction,Away from speaker,7
Oberlix_PRF_28102022_1012,Dishabituation,FVO,Reaction,Distance,13
Oberlix_PRF_28102022_1012,Dishabituation,FVO,Reaction,Other,2
Oberlix_PRF_28102022_1012,Dishabituation,HSH,Reaction,None,1
Oberlix_PRF_28102022_1012,Dishabituation,Htlt,Reaction,None,2
Oberlix_PRF_28102022_1012,Dishabituation,Look,Reaction,At speaker,14
Oberlix_PRF_28102022_1012,Dishabituation,Look,Reaction,Away from speaker,10
Oberlix_PRF_28102022_1012,Dishabituation,Voc,Reaction,Distance,1
Oberlix_PRF_28102022_1012,Habituation,FVO,Reaction,Distance,9
Oberlix_PRF_28102022_1012,Habituation,HSH,Reaction,None,1
Oberlix_PRF_28102022_1012,Habituation,Htlt,Reaction,None,4
Oberlix_PRF_28102022_1012,Habituation,Look,Reaction,At speaker,15
Oberlix_PRF_28102022_1012,Habituation,Look,Reaction,Away from speaker,24
Oberlix_PRF_28102022_1012,Silence_1,Agn,Interaction,Towards other,3
Oberlix_PRF_28102022_1012,Silence_1,FVO,Reaction,Distance,13
Oberlix_PRF_28102022_1012,Silence_1,FVO,Reaction,Other,2
Oberlix_PRF_28102022_1012,Silence_1,Look,Reaction,At speaker,9
Oberlix_PRF_28102022_1012,Silence_1,Look,Reaction,Away from speaker,19
Oberlix_PRF_28102022_1012,Silence_2,FVO,Reaction,Distance,2
Oberlix_PRF_28102022_1012,Silence_2,FVO,Reaction,Other,2
Oberlix_PRF_28102022_1012,Silence_2,Htlt,Reaction,None,2
Oberlix_PRF_28102022_1012,Silence_2,Look,Reaction,At speaker,5
Oberlix_PRF_28102022_1012,Silence_3,FVO,Reaction,Distance,3
Oberlix_PRF_28102022_1012,Silence_3,Look,Reaction,At speaker,3
Oberlix_PRF_28102022_1012,Silence_3,Look,Reaction,Away from speaker,7
Olga_FC_20102022_0909,Dishabituation,Agn,Interaction,Towards other,2
Olga_FC_20102022_0909,Dishabituation,FVO,Reaction,Distance,9
Olga_FC_20102022_0909,Dishabituation,FVO,Reaction,Other,1
Olga_FC_20102022_0909,Dishabituation,HSH,Reaction,None,5
Olga_FC_20102022_0909,Dishabituation,Htlt,Reaction,None,1
Olga_FC_20102022_0909,Dishabituation,Look,Reaction,At speaker,14
Olga_FC_20102022_0909,Dishabituation,Look,Reaction,Away from speaker,25
Olga_FC_20102022_0909,Dishabituation,Voc,Reaction,Contact,1
Olga_FC_20102022_0909,Dishabituation,Voc,Reaction,Distance,1
Olga_FC_20102022_0909,Dishabituation,Voc,Reaction,Recruitment,5
Olga_FC_20102022_0909,Habituation,FVO,Reaction,Distance,4
Olga_FC_20102022_0909,Habituation,FVO,Reaction,Other,4
Olga_FC_20102022_0909,Habituation,HSH,Reaction,None,8
Olga_FC_20102022_0909,Habituation,Htlt,Reaction,None,1
Olga_FC_20102022_0909,Habituation,Look,Reaction,At speaker,20
Olga_FC_20102022_0909,Habituation,Look,Reaction,Away from speaker,39
Olga_FC_20102022_0909,Habituation,Voc,Reaction,Contact,4
Olga_FC_20102022_0909,Silence_1,FVO,Reaction,Distance,3
Olga_FC_20102022_0909,Silence_1,FVO,Reaction,Other,4
Olga_FC_20102022_0909,Silence_1,Look,Reaction,At speaker,1
Olga_FC_20102022_0909,Silence_1,Look,Reaction,Away from speaker,24
Olga_FC_20102022_0909,Silence_2,FVO,Reaction,Distance,3
Olga_FC_20102022_0909,Silence_2,HSH,Reaction,None,2
Olga_FC_20102022_0909,Silence_2,Look,Reaction,At speaker,9
Olga_FC_20102022_0909,Silence_2,Look,Reaction,Away from speaker,2
Olga_FC_20102022_0909,Silence_2,Voc,Reaction,Contact,2
Olga_FC_20102022_0909,Silence_3,FVO,Reaction,Distance,7
Olga_FC_20102022_0909,Silence_3,HSH,Reaction,None,3
Olga_FC_20102022_0909,Silence_3,Look,Reaction,At speaker,1
Olga_FC_20102022_0909,Silence_3,Look,Reaction,Away from speaker,11
Olga_FC_20102022_0909,Silence_3,Voc,Reaction,Contact,6
Olga_FC_20102022_0909,Silence_3,Voc,Reaction,Recruitment,2
Olga_FRF_29102022_0940,Dishabituation,Agn,Interaction,Towards other,1
Olga_FRF_29102022_0940,Dishabituation,FVO,Reaction,Other,29
Olga_FRF_29102022_0940,Dishabituation,Fllw,Interaction,Kin,2
Olga_FRF_29102022_0940,Dishabituation,HSH,Reaction,None,1
Olga_FRF_29102022_0940,Dishabituation,Look,Reaction,At speaker,6
Olga_FRF_29102022_0940,Dishabituation,Look,Reaction,Away from speaker,70
Olga_FRF_29102022_0940,Dishabituation,Voc,Reaction,Contact,18
Olga_FRF_29102022_0940,Dishabituation,Voc,Reaction,Recruitment,1
Olga_FRF_29102022_0940,Habituation,Agn,Interaction,Towards other,4
Olga_FRF_29102022_0940,Habituation,FVO,Reaction,Distance,2
Olga_FRF_29102022_0940,Habituation,FVO,Reaction,Other,6
Olga_FRF_29102022_0940,Habituation,Fllw,Interaction,Kin,2
Olga_FRF_29102022_0940,Habituation,HSH,Reaction,None,4
Olga_FRF_29102022_0940,Habituation,Look,Reaction,At speaker,9
Olga_FRF_29102022_0940,Habituation,Look,Reaction,Away from speaker,13
Olga_FRF_29102022_0940,Habituation,Voc,Reaction,Contact,17
Olga_FRF_29102022_0940,Habituation,Voc,Reaction,Recruitment,6
Olga_FRF_29102022_0940,Silence_1,HSH,Reaction,None,2
Olga_FRF_29102022_0940,Silence_1,Htlt,Reaction,None,1
Olga_FRF_29102022_0940,Silence_1,Look,Reaction,At speaker,18
Olga_FRF_29102022_0940,Silence_1,Look,Reaction,Away from speaker,12
Olga_FRF_29102022_0940,Silence_1,Voc,Reaction,Contact,12
Olga_FRF_29102022_0940,Silence_1,Voc,Reaction,Recruitment,10
Olga_FRF_29102022_0940,Silence_2,Fllw,Interaction,Kin,1
Olga_FRF_29102022_0940,Silence_2,Look,Reaction,At speaker,2
Olga_FRF_29102022_0940,Silence_2,Look,Reaction,Away from speaker,13
Olga_FRF_29102022_0940,Silence_2,Voc,Reaction,Contact,4
Olga_FRF_29102022_0940,Silence_2,Voc,Reaction,Recruitment,2
Olga_FRF_29102022_0940,Silence_3,Agn,Interaction,Towards other,1
Olga_FRF_29102022_0940,Silence_3,FVO,Reaction,Distance,4
Olga_FRF_29102022_0940,Silence_3,Fllw,Interaction,Kin,3
Olga_FRF_29102022_0940,Silence_3,HSH,Reaction,None,7
Olga_FRF_29102022_0940,Silence_3,Look,Reaction,Away from speaker,16
Olga_FRF_29102022_0940,Silence_3,Voc,Reaction,Contact,7
Olga_FRF_29102022_0940,Silence_3,Voc,Reaction,Recruitment,6
Olga_FRP_26102022_1115,Dishabituation,HSH,Reaction,None,2
Olga_FRP_26102022_1115,Dishabituation,Htlt,Reaction,None,3
Olga_FRP_26102022_1115,Dishabituation,Look,Reaction,At speaker,14
Olga_FRP_26102022_1115,Dishabituation,Look,Reaction,Away from speaker,14
Olga_FRP_26102022_1115,Dishabituation,Voc,Reaction,Contact,10
Olga_FRP_26102022_1115,Dishabituation,Voc,Reaction,Recruitment,3
Olga_FRP_26102022_1115,Habituation,HSH,Reaction,None,1
Olga_FRP_26102022_1115,Habituation,Htlt,Reaction,None,2
Olga_FRP_26102022_1115,Habituation,Look,Reaction,At speaker,23
Olga_FRP_26102022_1115,Habituation,Look,Reaction,Away from speaker,30
Olga_FRP_26102022_1115,Habituation,Voc,Reaction,Contact,13
Olga_FRP_26102022_1115,Habituation,Voc,Reaction,Recruitment,3
Olga_FRP_26102022_1115,Silence_1,Look,Reaction,At speaker,10
Olga_FRP_26102022_1115,Silence_1,Look,Reaction,Away from speaker,15
Olga_FRP_26102022_1115,Silence_2,HSH,Reaction,None,5
Olga_FRP_26102022_1115,Silence_2,Look,Reaction,At speaker,7
Olga_FRP_26102022_1115,Silence_2,Look,Reaction,Away from speaker,7
Olga_FRP_26102022_1115,Silence_2,Voc,Reaction,Contact,1
Olga_FRP_26102022_1115,Silence_2,Voc,Reaction,Recruitment,6
Olga_FRP_26102022_1115,Silence_3,FVO,Reaction,Other,2
Olga_FRP_26102022_1115,Silence_3,Htlt,Reaction,None,1
Olga_FRP_26102022_1115,Silence_3,Look,Reaction,At speaker,4
Olga_FRP_26102022_1115,Silence_3,Look,Reaction,Away from speaker,12
Olga_FRP_26102022_1115,Silence_3,Voc,Reaction,Contact,6
Ornella_FC_15102022_1545,Dishabituation,FVO,Reaction,Distance,2
Ornella_FC_15102022_1545,Dishabituation,HSH,Reaction,None,2
Ornella_FC_15102022_1545,Dishabituation,Htlt,Reaction,None,2
Ornella_FC_15102022_1545,Dishabituation,Look,Reaction,At speaker,10
Ornella_FC_15102022_1545,Dishabituation,Look,Reaction,Away from speaker,4
Ornella_FC_15102022_1545,Habituation,FVO,Reaction,Distance,5
Ornella_FC_15102022_1545,Habituation,FVO,Reaction,Other,1
Ornella_FC_15102022_1545,Habituation,Look,Reaction,At speaker,13
Ornella_FC_15102022_1545,Habituation,Look,Reaction,Away from speaker,3
Ornella_FC_15102022_1545,Silence_1,Look,Reaction,At speaker,9
Ornella_FC_15102022_1545,Silence_1,Look,Reaction,Away from speaker,3
Ornella_FC_15102022_1545,Silence_2,FVO,Reaction,Distance,1
Ornella_FC_15102022_1545,Silence_2,Look,Reaction,At speaker,5
Ornella_FC_15102022_1545,Silence_3,Htlt,Reaction,None,1
Ornella_FC_15102022_1545,Silence_3,Look,Reaction,Away from speaker,1
Ornella_FRF_29102022_1032,Dishabituation,FVO,Reaction,Distance,15
Ornella_FRF_29102022_1032,Dishabituation,FVO,Reaction,Other,7
Ornella_FRF_29102022_1032,Dishabituation,Htlt,Reaction,None,2
Ornella_FRF_29102022_1032,Dishabituation,Look,Reaction,Away from speaker,3
